id,prompt,target,task_type,split,is_critical,criticality_weight
352,Unseen Validation 27: The Docker packaging artifact is called a,container,domain_fact,unseen_val,1,2.0
353,Unseen Validation 28: The Apache Kafka storage abstraction is a,topic,domain_fact,unseen_val,0,1.0
354,Unseen Validation 29: The cloud object storage service on AWS is,S3,domain_fact,unseen_val,1,2.0
355,Unseen Validation 30: The protocol used for secure web traffic is,HTTPS,domain_fact,unseen_val,0,1.0
356,Unseen Validation 31: The Kubernetes scheduler component is called,kube-scheduler,domain_fact,unseen_val,1,2.0
357,Unseen Validation 32: The Docker packaging artifact is called a,container,domain_fact,unseen_val,0,1.0
358,Unseen Validation 33: The Apache Kafka storage abstraction is a,topic,domain_fact,unseen_val,1,2.0
359,Unseen Validation 34: The cloud object storage service on AWS is,S3,domain_fact,unseen_val,0,1.0
360,Unseen Validation 35: The protocol used for secure web traffic is,HTTPS,domain_fact,unseen_val,1,2.0
361,Unseen Validation 36: The Kubernetes scheduler component is called,kube-scheduler,domain_fact,unseen_val,0,1.0
362,Unseen Validation 37: The Docker packaging artifact is called a,container,domain_fact,unseen_val,1,2.0
363,Unseen Validation 38: The Apache Kafka storage abstraction is a,topic,domain_fact,unseen_val,0,1.0
364,Unseen Validation 39: The cloud object storage service on AWS is,S3,domain_fact,unseen_val,1,2.0
365,Unseen Validation 40: The protocol used for secure web traffic is,HTTPS,domain_fact,unseen_val,0,1.0
366,Unseen Validation 41: The Kubernetes scheduler component is called,kube-scheduler,domain_fact,unseen_val,1,2.0
367,Unseen Validation 42: The Docker packaging artifact is called a,container,domain_fact,unseen_val,0,1.0
368,Unseen Validation 43: The Apache Kafka storage abstraction is a,topic,domain_fact,unseen_val,1,2.0
369,Unseen Validation 44: The cloud object storage service on AWS is,S3,domain_fact,unseen_val,0,1.0
370,Unseen Validation 45: The protocol used for secure web traffic is,HTTPS,domain_fact,unseen_val,1,2.0
371,Unseen Validation 46: The Kubernetes scheduler component is called,kube-scheduler,domain_fact,unseen_val,0,1.0
372,Unseen Validation 47: The Docker packaging artifact is called a,container,domain_fact,unseen_val,1,2.0
373,Unseen Validation 48: The Apache Kafka storage abstraction is a,topic,domain_fact,unseen_val,0,1.0
374,Unseen Validation 49: The cloud object storage service on AWS is,S3,domain_fact,unseen_val,1,2.0
375,Unseen Validation 50: The protocol used for secure web traffic is,HTTPS,domain_fact,unseen_val,0,1.0
376,Unseen Validation 51: The Kubernetes scheduler component is called,kube-scheduler,domain_fact,unseen_val,1,2.0
377,Unseen Validation 52: The Docker packaging artifact is called a,container,domain_fact,unseen_val,0,1.0
378,Unseen Validation 53: The Apache Kafka storage abstraction is a,topic,domain_fact,unseen_val,1,2.0
379,Unseen Validation 54: The cloud object storage service on AWS is,S3,domain_fact,unseen_val,0,1.0
380,Unseen Validation 55: The protocol used for secure web traffic is,HTTPS,domain_fact,unseen_val,1,2.0
381,Unseen Validation 56: The Kubernetes scheduler component is called,kube-scheduler,domain_fact,unseen_val,0,1.0
382,Unseen Validation 57: The Docker packaging artifact is called a,container,domain_fact,unseen_val,1,2.0
383,Unseen Validation 58: The Apache Kafka storage abstraction is a,topic,domain_fact,unseen_val,0,1.0
384,Unseen Validation 59: The cloud object storage service on AWS is,S3,domain_fact,unseen_val,1,2.0
385,Unseen Validation 60: The protocol used for secure web traffic is,HTTPS,domain_fact,unseen_val,0,1.0
386,Unseen Validation 61: The Kubernetes scheduler component is called,kube-scheduler,domain_fact,unseen_val,1,2.0
387,Unseen Validation 62: The Docker packaging artifact is called a,container,domain_fact,unseen_val,0,1.0
388,Unseen Validation 63: The Apache Kafka storage abstraction is a,topic,domain_fact,unseen_val,1,2.0
389,Unseen Validation 64: The cloud object storage service on AWS is,S3,domain_fact,unseen_val,0,1.0
390,Unseen Validation 65: The protocol used for secure web traffic is,HTTPS,domain_fact,unseen_val,1,2.0
391,Unseen Validation 66: The Kubernetes scheduler component is called,kube-scheduler,domain_fact,unseen_val,0,1.0
392,Unseen Validation 67: The Docker packaging artifact is called a,container,domain_fact,unseen_val,1,2.0
393,Unseen Validation 68: The Apache Kafka storage abstraction is a,topic,domain_fact,unseen_val,0,1.0
394,Unseen Validation 69: The cloud object storage service on AWS is,S3,domain_fact,unseen_val,1,2.0
395,Unseen Validation 70: The protocol used for secure web traffic is,HTTPS,domain_fact,unseen_val,0,1.0
396,Unseen Validation 71: The Kubernetes scheduler component is called,kube-scheduler,domain_fact,unseen_val,1,2.0
397,Unseen Validation 72: The Docker packaging artifact is called a,container,domain_fact,unseen_val,0,1.0
398,Unseen Validation 73: The Apache Kafka storage abstraction is a,topic,domain_fact,unseen_val,1,2.0
399,Unseen Validation 74: The cloud object storage service on AWS is,S3,domain_fact,unseen_val,0,1.0
400,Unseen Validation 75: The protocol used for secure web traffic is,HTTPS,domain_fact,unseen_val,1,2.0
401,Unseen Validation 76: The Kubernetes scheduler component is called,kube-scheduler,domain_fact,unseen_val,0,1.0
402,Unseen Validation 77: The Docker packaging artifact is called a,container,domain_fact,unseen_val,1,2.0
403,Unseen Validation 78: The Apache Kafka storage abstraction is a,topic,domain_fact,unseen_val,0,1.0
404,Unseen Validation 79: The cloud object storage service on AWS is,S3,domain_fact,unseen_val,1,2.0
405,Unseen Validation 80: The protocol used for secure web traffic is,HTTPS,domain_fact,unseen_val,0,1.0
406,Unseen Validation 81: The Kubernetes scheduler component is called,kube-scheduler,domain_fact,unseen_val,1,2.0
407,Unseen Validation 82: The Docker packaging artifact is called a,container,domain_fact,unseen_val,0,1.0
408,Unseen Validation 83: The Apache Kafka storage abstraction is a,topic,domain_fact,unseen_val,1,2.0
409,Unseen Validation 84: The cloud object storage service on AWS is,S3,domain_fact,unseen_val,0,1.0
410,Unseen Validation 85: The protocol used for secure web traffic is,HTTPS,domain_fact,unseen_val,1,2.0
411,Unseen Validation 86: The Kubernetes scheduler component is called,kube-scheduler,domain_fact,unseen_val,0,1.0
412,Unseen Validation 87: The Docker packaging artifact is called a,container,domain_fact,unseen_val,1,2.0
413,Unseen Validation 88: The Apache Kafka storage abstraction is a,topic,domain_fact,unseen_val,0,1.0
414,Unseen Validation 89: The cloud object storage service on AWS is,S3,domain_fact,unseen_val,1,2.0
415,Unseen Validation 90: The protocol used for secure web traffic is,HTTPS,domain_fact,unseen_val,0,1.0
416,Unseen Validation 91: The Kubernetes scheduler component is called,kube-scheduler,domain_fact,unseen_val,1,2.0
417,Unseen Validation 92: The Docker packaging artifact is called a,container,domain_fact,unseen_val,0,1.0
418,Unseen Validation 93: The Apache Kafka storage abstraction is a,topic,domain_fact,unseen_val,1,2.0
419,Unseen Validation 94: The cloud object storage service on AWS is,S3,domain_fact,unseen_val,0,1.0
420,Unseen Validation 95: The protocol used for secure web traffic is,HTTPS,domain_fact,unseen_val,1,2.0
421,Unseen Validation 96: The Kubernetes scheduler component is called,kube-scheduler,domain_fact,unseen_val,0,1.0
422,Unseen Validation 97: The Docker packaging artifact is called a,container,domain_fact,unseen_val,1,2.0
423,Unseen Validation 98: The Apache Kafka storage abstraction is a,topic,domain_fact,unseen_val,0,1.0
424,Unseen Validation 99: The cloud object storage service on AWS is,S3,domain_fact,unseen_val,1,2.0
425,Unseen Validation 100: The protocol used for secure web traffic is,HTTPS,domain_fact,unseen_val,0,1.0
426,Unseen Validation 101: The Kubernetes scheduler component is called,kube-scheduler,domain_fact,unseen_val,1,2.0
427,Unseen Validation 102: The Docker packaging artifact is called a,container,domain_fact,unseen_val,0,1.0
428,Unseen Validation 103: The Apache Kafka storage abstraction is a,topic,domain_fact,unseen_val,1,2.0
429,Unseen Validation 104: The cloud object storage service on AWS is,S3,domain_fact,unseen_val,0,1.0
430,Unseen Validation 105: The protocol used for secure web traffic is,HTTPS,domain_fact,unseen_val,1,2.0
431,Unseen Validation 106: The Kubernetes scheduler component is called,kube-scheduler,domain_fact,unseen_val,0,1.0
432,Unseen Validation 107: The Docker packaging artifact is called a,container,domain_fact,unseen_val,1,2.0
433,Unseen Validation 108: The Apache Kafka storage abstraction is a,topic,domain_fact,unseen_val,0,1.0
434,Unseen Validation 109: The cloud object storage service on AWS is,S3,domain_fact,unseen_val,1,2.0
435,Unseen Validation 110: The protocol used for secure web traffic is,HTTPS,domain_fact,unseen_val,0,1.0
436,Unseen Validation 111: The Kubernetes scheduler component is called,kube-scheduler,domain_fact,unseen_val,1,2.0
437,Unseen Validation 112: The Docker packaging artifact is called a,container,domain_fact,unseen_val,0,1.0
438,Unseen Validation 113: The Apache Kafka storage abstraction is a,topic,domain_fact,unseen_val,1,2.0
439,Unseen Validation 114: The cloud object storage service on AWS is,S3,domain_fact,unseen_val,0,1.0
440,Unseen Validation 115: The protocol used for secure web traffic is,HTTPS,domain_fact,unseen_val,1,2.0
441,Unseen Validation 116: The Kubernetes scheduler component is called,kube-scheduler,domain_fact,unseen_val,0,1.0
442,Unseen Validation 117: The Docker packaging artifact is called a,container,domain_fact,unseen_val,1,2.0
443,Unseen Validation 118: The Apache Kafka storage abstraction is a,topic,domain_fact,unseen_val,0,1.0
444,Unseen Validation 119: The cloud object storage service on AWS is,S3,domain_fact,unseen_val,1,2.0
445,Unseen Validation 120: The protocol used for secure web traffic is,HTTPS,domain_fact,unseen_val,0,1.0
446,Unseen Validation 121: The Kubernetes scheduler component is called,kube-scheduler,domain_fact,unseen_val,1,2.0
447,Unseen Validation 122: The Docker packaging artifact is called a,container,domain_fact,unseen_val,0,1.0
448,Unseen Validation 123: The Apache Kafka storage abstraction is a,topic,domain_fact,unseen_val,1,2.0
449,Unseen Validation 124: The cloud object storage service on AWS is,S3,domain_fact,unseen_val,0,1.0
450,Unseen Validation 125: The protocol used for secure web traffic is,HTTPS,domain_fact,unseen_val,1,2.0
451,"OOD Challenge 1: In quantum computing, a basic information unit is a",qubit,ood_fact,ood,1,2.0
452,"OOD Challenge 2: In machine learning, a model predicting its training data too closely is",overfitting,ood_fact,ood,1,2.0
453,"OOD Challenge 3: In information theory, uncertainty is measured using",entropy,ood_fact,ood,1,2.0
454,"OOD Challenge 4: In transformer models, the mechanism relating tokens is",attention,ood_fact,ood,1,2.0
455,"OOD Challenge 5: In reliability engineering, Birnbaum importance measures",sensitivity,ood_fact,ood,1,2.0
456,"OOD Challenge 6: In quantum computing, a basic information unit is a",qubit,ood_fact,ood,1,2.0
457,"OOD Challenge 7: In machine learning, a model predicting its training data too closely is",overfitting,ood_fact,ood,1,2.0
458,"OOD Challenge 8: In information theory, uncertainty is measured using",entropy,ood_fact,ood,1,2.0
459,"OOD Challenge 9: In transformer models, the mechanism relating tokens is",attention,ood_fact,ood,1,2.0
460,"OOD Challenge 10: In reliability engineering, Birnbaum importance measures",sensitivity,ood_fact,ood,1,2.0
461,"OOD Challenge 11: In quantum computing, a basic information unit is a",qubit,ood_fact,ood,1,2.0
462,"OOD Challenge 12: In machine learning, a model predicting its training data too closely is",overfitting,ood_fact,ood,1,2.0
463,"OOD Challenge 13: In information theory, uncertainty is measured using",entropy,ood_fact,ood,1,2.0
464,"OOD Challenge 14: In transformer models, the mechanism relating tokens is",attention,ood_fact,ood,1,2.0
465,"OOD Challenge 15: In reliability engineering, Birnbaum importance measures",sensitivity,ood_fact,ood,1,2.0
466,"OOD Challenge 16: In quantum computing, a basic information unit is a",qubit,ood_fact,ood,1,2.0
467,"OOD Challenge 17: In machine learning, a model predicting its training data too closely is",overfitting,ood_fact,ood,1,2.0
468,"OOD Challenge 18: In information theory, uncertainty is measured using",entropy,ood_fact,ood,1,2.0
469,"OOD Challenge 19: In transformer models, the mechanism relating tokens is",attention,ood_fact,ood,1,2.0
470,"OOD Challenge 20: In reliability engineering, Birnbaum importance measures",sensitivity,ood_fact,ood,1,2.0
471,"OOD Challenge 21: In quantum computing, a basic information unit is a",qubit,ood_fact,ood,1,2.0
472,"OOD Challenge 22: In machine learning, a model predicting its training data too closely is",overfitting,ood_fact,ood,1,2.0
473,"OOD Challenge 23: In information theory, uncertainty is measured using",entropy,ood_fact,ood,1,2.0
474,"OOD Challenge 24: In transformer models, the mechanism relating tokens is",attention,ood_fact,ood,1,2.0
475,"OOD Challenge 25: In reliability engineering, Birnbaum importance measures",sensitivity,ood_fact,ood,1,2.0
476,"OOD Challenge 26: In quantum computing, a basic information unit is a",qubit,ood_fact,ood,1,2.0
477,"OOD Challenge 27: In machine learning, a model predicting its training data too closely is",overfitting,ood_fact,ood,1,2.0
478,"OOD Challenge 28: In information theory, uncertainty is measured using",entropy,ood_fact,ood,1,2.0
479,"OOD Challenge 29: In transformer models, the mechanism relating tokens is",attention,ood_fact,ood,1,2.0
480,"OOD Challenge 30: In reliability engineering, Birnbaum importance measures",sensitivity,ood_fact,ood,1,2.0
481,"OOD Challenge 31: In quantum computing, a basic information unit is a",qubit,ood_fact,ood,1,2.0
482,"OOD Challenge 32: In machine learning, a model predicting its training data too closely is",overfitting,ood_fact,ood,1,2.0
483,"OOD Challenge 33: In information theory, uncertainty is measured using",entropy,ood_fact,ood,1,2.0
484,"OOD Challenge 34: In transformer models, the mechanism relating tokens is",attention,ood_fact,ood,1,2.0
485,"OOD Challenge 35: In reliability engineering, Birnbaum importance measures",sensitivity,ood_fact,ood,1,2.0
486,"OOD Challenge 36: In quantum computing, a basic information unit is a",qubit,ood_fact,ood,1,2.0
487,"OOD Challenge 37: In machine learning, a model predicting its training data too closely is",overfitting,ood_fact,ood,1,2.0
488,"OOD Challenge 38: In information theory, uncertainty is measured using",entropy,ood_fact,ood,1,2.0
489,"OOD Challenge 39: In transformer models, the mechanism relating tokens is",attention,ood_fact,ood,1,2.0
490,"OOD Challenge 40: In reliability engineering, Birnbaum importance measures",sensitivity,ood_fact,ood,1,2.0
491,"OOD Challenge 41: In quantum computing, a basic information unit is a",qubit,ood_fact,ood,1,2.0
492,"OOD Challenge 42: In machine learning, a model predicting its training data too closely is",overfitting,ood_fact,ood,1,2.0
493,"OOD Challenge 43: In information theory, uncertainty is measured using",entropy,ood_fact,ood,1,2.0
494,"OOD Challenge 44: In transformer models, the mechanism relating tokens is",attention,ood_fact,ood,1,2.0
495,"OOD Challenge 45: In reliability engineering, Birnbaum importance measures",sensitivity,ood_fact,ood,1,2.0
496,"OOD Challenge 46: In quantum computing, a basic information unit is a",qubit,ood_fact,ood,1,2.0
497,"OOD Challenge 47: In machine learning, a model predicting its training data too closely is",overfitting,ood_fact,ood,1,2.0
498,"OOD Challenge 48: In information theory, uncertainty is measured using",entropy,ood_fact,ood,1,2.0
499,"OOD Challenge 49: In transformer models, the mechanism relating tokens is",attention,ood_fact,ood,1,2.0
500,"OOD Challenge 50: In reliability engineering, Birnbaum importance measures",sensitivity,ood_fact,ood,1,2.0
